Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,5.000000 ,20.000000 ,50.000000 ,110.000000 ,200.000000 ,325.000000 ,500.000000 ,700.000000 ,900.000000 ,1100.000000 ,1300.000000 ,1500.000000 ,1700.000000 ,1900.000000 ,2100.000000 ,2300.000000 ,2500.000000 ,2700.000000 ,2900.000000 ,3100.000000 ,3300.000000 ,3500.000000 ,3700.000000 ,3900.000000 ,4100.000000 ,4300.000000 ,4500.000000 ,4700.000000 ,4900.000000 ,5100.000000  
01/06/2000 12:00,730638.500000,0.000000,1,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
01/06/2000 12:01,730638.500694,0.000694,1,0,1,0.356110,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:02,730638.501389,0.001389,1,0,1,0.356110,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:03,730638.502083,0.002083,1,0,1,0.356110,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:04,730638.502778,0.002778,1,0,1,0.356110,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:05,730638.503472,0.003472,1,0,1,0.356111,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:06,730638.504167,0.004167,1,0,1,0.356111,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:07,730638.504861,0.004861,1,0,1,0.356111,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:08,730638.505556,0.005556,1,0,1,0.356111,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:09,730638.506250,0.006250,1,0,1,0.356111,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:10,730638.506944,0.006944,1,0,1,0.356111,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:11,730638.507639,0.007639,1,0,1,0.356111,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:12,730638.508333,0.008333,1,0,1,0.356111,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
01/06/2000 12:13,730638.509028,0.009028,1,0,1,0.356111,0.359361,0.364058,0.368535,0.369931,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000,0.370000 
