DATE[day/month/year hour:min],t[days],JDfrom0,JD,Qtot[m3/s],Vsup/Dt[m3/s],Vsub/Dt[m3/s],Vchannel[m3],Qoutlandsup[m3/s],Qoutlandsub[m3/s],Qoutbottom[m3/s]
09/04/2014 19:00,0.041667,735698.791667,98.791667,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.753686e-05
09/04/2014 20:00,0.083333,735698.833333,98.833333,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.753686e-05
09/04/2014 21:00,0.125000,735698.875000,98.875000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.267040e-05
09/04/2014 22:00,0.166667,735698.916667,98.916667,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.858726e-06
09/04/2014 23:00,0.208333,735698.958333,98.958333,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.831869e-06
10/04/2014 00:00,0.250000,735699.000000,99.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.735128e-06
10/04/2014 01:00,0.291667,735699.041667,99.041667,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.600914e-06
10/04/2014 02:00,0.333333,735699.083333,99.083333,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.448063e-06
10/04/2014 03:00,0.375000,735699.125000,99.125000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.287675e-06
10/04/2014 04:00,0.416667,735699.166667,99.166667,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.126222e-06
